the_geom,apn,name,Address,LandmarkNo,YearDesignated,DesignationDocument,Photo,PIMLink
"MULTIPOLYGON (((-122.43651966505041 37.77178246239089, -122.43669044270968 37.771760577388875, -122.43698930631132 37.77172227616228, -122.43701687772665 37.77185783726952, -122.43667531971016 37.77190160997145, -122.43661127808792 37.77190981718445, -122.43654723556637 37.77191802439745, -122.43652655655524 37.77181635334216, -122.43651966505041 37.77178246239089)))",1238023,Charles L. Hinkel House and Carriage House,280 Divisadero Street,190,1988,https://sfplanninggis.org/docs/landmarks_and_districts/LM190.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/190.jpg,https://sfplanninggis.org/pim?search=1238/023
"MULTIPOLYGON (((-122.42453061579516 37.75330845132413, -122.42453848486309 37.75339060439302, -122.4242313016332 37.753409103447495, -122.42422343166595 37.75332695037861, -122.42453061579516 37.75330845132413)))",3.64805e+006,Oakley Residence & Flats,200-202 Fair Oaks Street,191,1989,https://sfplanninggis.org/docs/landmarks_and_districts/LM191.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/191.jpg,https://sfplanninggis.org/pim?search=3648/050
"MULTIPOLYGON (((-122.44111234086176 37.773711093592226, -122.44246765066146 37.773539063177395, -122.44256936758217 37.77403896572582, -122.44261952367196 37.774285460905446, -122.44126344675055 37.77445784385458, -122.44123130318201 37.774298991205626, -122.44111234086176 37.773711093592226)))",1206003,Southern Pacific Co. Hospital Complex,1400-1599 Fell Street & 1509-1599 Hayes Street,192,1989,https://sfplanninggis.org/docs/landmarks_and_districts/LM192.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/192.jpg,https://sfplanninggis.org/pim?search=1206/003
"MULTIPOLYGON (((-122.40204525878158 37.77089386296154, -122.40233744581639 37.77112504088808, -122.40166464860454 37.77165905921834, -122.40098878920116 37.771124310638584, -122.40166238231302 37.77059092722965, -122.40204525878158 37.77089386296154)))",3799001,Baker & Hamilton Building,700-768 7th Street,193,1989,https://sfplanninggis.org/docs/landmarks_and_districts/LM193.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/193.jpg,https://sfplanninggis.org/pim?search=3799/001
"MULTIPOLYGON (((-122.41384540723965 37.78712302770572, -122.41377049281391 37.78675145211798, -122.41424044613956 37.7866923369819, -122.41431507907754 37.78706250782864, -122.41411013077783 37.78708891731981, -122.41418530960425 37.787461795125864, -122.4139205851668 37.787495907310415, -122.41384540723965 37.78712302770572)))",0304025,Islam Temple (Alcazar Theater),650 Geary Boulevard,195,1989,https://sfplanninggis.org/docs/landmarks_and_districts/LM195.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/195.jpg,https://sfplanninggis.org/pim?search=0304/025
"MULTIPOLYGON (((-122.43299647380815 37.79692813182794, -122.43316734139961 37.796906397912096, -122.43318789360632 37.79700808605446, -122.43321142077036 37.79700509311073, -122.43326639093112 37.7972762396069, -122.43295583884077 37.79731574232778, -122.43288025621877 37.79694291668238, -122.43291104001241 37.7969390001349, -122.43299647380815 37.79692813182794)))",0541018,Metro Theater,2055 Union Street,261,2009,https://sfplanninggis.org/docs/landmarks_and_districts/LM261.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/261.jpg,https://sfplanninggis.org/pim?search=0541/018
"MULTIPOLYGON (((-122.48684972333598 37.786913662835445, -122.48725561075776 37.786895216840946, -122.48726058400865 37.78696364715472, -122.48726555636023 37.78703207566991, -122.48685966534117 37.78705052166441, -122.48685717601779 37.78701625209851, -122.4868546929896 37.7869820922499, -122.48685219467296 37.78694770667147, -122.48684972333598 37.786913662835445)))",1332049,Alfred G. Hanson Residence,126 27th Avenue,196,1989,https://sfplanninggis.org/docs/landmarks_and_districts/LM196.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/196.jpg,https://sfplanninggis.org/pim?search=1332/049
"MULTIPOLYGON (((-122.47933631032237 37.825542482799506, -122.47897055694557 37.825566503691334, -122.47722301143273 37.80988157897184, -122.47758815956581 37.809855971675915, -122.47933631032237 37.825542482799506)))",,Golden Gate Bridge,"At the Presidio, U.S. Highway 101 and California Highway 1",222,1999,https://sfplanninggis.org/docs/landmarks_and_districts/LM222.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/222.jpg,https://sfplanninggis.org/pim
"MULTIPOLYGON (((-122.42716924736277 37.79295624543454, -122.4271777909222 37.7929551626508, -122.42710759523925 37.79260894164946, -122.42770565519174 37.792533168371165, -122.42784656186922 37.793228108690414, -122.42723997994102 37.79330510414741, -122.42721291934066 37.7931716348632, -122.42719157033463 37.793066341338715, -122.42716924736277 37.79295624543454)))",0601005,Spreckels Mansion,2080 Washington Street,197,1990,https://sfplanninggis.org/docs/landmarks_and_districts/LM197.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/197.jpg,https://sfplanninggis.org/pim?search=0601/005
"MULTIPOLYGON (((-122.42976830965966 37.790824892654825, -122.42969830013635 37.790478649170495, -122.42993327140329 37.79044901021382, -122.43000328272524 37.79079525459747, -122.42997337666992 37.790799027253456, -122.42987084316479 37.7908119604038, -122.42976830965966 37.790824892654825)))",0627004,Richard E. Queen House,2212 Sacramento Street,198,1990,https://sfplanninggis.org/docs/landmarks_and_districts/LM198.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/198.jpg,https://sfplanninggis.org/pim?search=0627/004
"MULTIPOLYGON (((-122.41305411805303 37.77143985396623, -122.41317773256623 37.77134222896086, -122.41342868478586 37.771542410853726, -122.41369469255591 37.771754602293186, -122.41382647830926 37.77185972404715, -122.41366705369148 37.77198562913361, -122.4135812107042 37.7720534263247, -122.41335527222793 37.77187319679075, -122.41307584207635 37.77165029892228, -122.41298615628597 37.77157875695423, -122.4130327627517 37.77154195040083, -122.41305581597305 37.771523742726686, -122.41307199927326 37.77151096336041, -122.41301830974709 37.77146813404727, -122.41305411805303 37.77143985396623)))",3520028A,Jackson Brewery Co. Complex,1475-333 Folsom Street & 315-333 11th Street,199,1991,https://sfplanninggis.org/docs/landmarks_and_districts/LM199.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/199.jpg,https://sfplanninggis.org/pim?search=3520/028A
"MULTIPOLYGON (((-122.45334622694673 37.76685113157458, -122.45339309511513 37.76709243676669, -122.45325466157328 37.76710938179269, -122.45320779430415 37.76686807660059, -122.45334622694673 37.76685113157458)))",1700001,Park Emergency Hospital,811 Stanyan Street,201,1991,https://sfplanninggis.org/docs/landmarks_and_districts/LM201.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/201.jpg,https://sfplanninggis.org/pim?search=1700/001
"MULTIPOLYGON (((-122.43573490404248 37.7852959659362, -122.4358101701032 37.78566714941957, -122.43534034717919 37.78572687069868, -122.4352649138446 37.78535485534246, -122.43573490404248 37.7852959659362)))",0682006,Golden Gate Commandery of the Knights Templar (Macedonia Missionary Baptist Church),2135 Sutter Street,202,1993,https://sfplanninggis.org/docs/landmarks_and_districts/LM202.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/202.jpg,https://sfplanninggis.org/pim?search=0682/006
"MULTIPOLYGON (((-122.41223125816595 37.797510173955516, -122.41218866087792 37.79729412262583, -122.4124399116725 37.79726253663688, -122.4124792309317 37.797461965797254, -122.41255882992596 37.797451959040814, -122.41259408964544 37.797625697268245, -122.41246591197216 37.797641864380694, -122.41226228567587 37.797667547219646, -122.41224677237057 37.79758886103724, -122.41223125816595 37.797510173955516)))",0149009,Our Lady of Guadalupe Church,906 Broadway Street,204,1993,https://sfplanninggis.org/docs/landmarks_and_districts/LM204.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/204.jpg,https://sfplanninggis.org/pim?search=0149/009
"MULTIPOLYGON (((-122.42978809834199 37.788536029913985, -122.42991623914304 37.78851975578226, -122.42996771903489 37.78877465782432, -122.42997951184492 37.788833042710905, -122.42999154297524 37.788892618299826, -122.42995736783814 37.78889695842804, -122.42986340127487 37.78890889063297, -122.42978809834199 37.788536029913985)))",0651008,Madame C J Walker House (Home for Girls),2066 Pine Street,211,1999,https://sfplanninggis.org/docs/landmarks_and_districts/LM211.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/211.jpg,https://sfplanninggis.org/pim?search=0651/008
"MULTIPOLYGON (((-122.44271751290279 37.72030409305961, -122.44271949860587 37.72030650773928, -122.44272077294522 37.720309087894236, -122.44272227211508 37.72031154394273, -122.44272371732558 37.72031401977631, -122.44272510767746 37.72031651629436, -122.44272644317073 37.720319030798805, -122.44272772380532 37.720321564188964, -122.44272894688328 37.72032411376699, -122.44273011510262 37.720326680432095, -122.44273122576539 37.72032926328501, -122.4427322806701 37.72033185962778, -122.4427332780183 37.72033447395694, -122.4427342178098 37.720337098178675, -122.44273509914541 37.72033973589026, -122.44273592292438 37.72034238529301, -122.44273668914678 37.72034504638691, -122.44273739511459 37.720347718272706, -122.4427380426265 37.720350397353116, -122.44273863258172 37.72035308812468, -122.44273916318173 37.72035578339285, -122.44273963262788 37.72035848675489, -122.44274004361802 37.72036119641223, -122.44274039525294 37.7203639123648, -122.44274068663327 37.72036663101534, -122.44274091775907 37.72036935416253, -122.44274109132823 37.72037208000762, -122.44274120374348 37.72037480765141, -122.44274125500482 37.72037753709378, -122.44274124781026 37.72038026563689, -122.44274118126043 37.72038299507932, -122.44274105175805 37.72038572362237, -122.44274086469903 37.72038844676956, -122.44274061738548 37.720391170816015, -122.44274031071666 37.72039388766791, -122.4427399437933 37.720396602721166, -122.44273951661529 37.720399309680545, -122.44273903098139 37.72040201214327, -122.44273848599227 37.72040470741149, -122.44273788164782 37.72040739458572, -122.44273721884747 37.72041007096817, -122.44273649579253 37.72041274015601, -122.44273571608034 37.72041539765263, -122.44273487791219 37.720418044357416, -122.44273398128809 37.72042067937099, -122.44273302620809 37.720423300894765, -122.44273201357146 37.72042590982801, -122.44273094517689 37.7204285025735, -122.44272981922569 37.72043108182913, -122.44272863661718 37.72043364399764, -122.44272739825072 37.72043619087765, -122.44272610412634 37.72043871887195, -122.4427247542439 37.720441228879736, -122.44272335040222 37.72044371910249, -122.44272189080255 37.720446190439475, -122.44272037814284 37.72044864109205, -122.44271881062451 37.72045107016089, -122.44208649009937 37.721475712734104, -122.44138308805896 37.72261550540139, -122.4399002660843 37.722035601861705, -122.44098065942978 37.7203058836098, -122.44099116980652 37.72029179393127, -122.44100135103145 37.720278689909776, -122.4410118173414 37.720265729779726, -122.44102256783714 37.72025291533993, -122.44103359712273 37.7202402528855, -122.44104490429879 37.72022774511447, -122.44105648307016 37.720215395624166, -122.44106833163812 37.72020320891113, -122.44108044730473 37.72019118857264, -122.44109282377468 37.72017933820604, -122.44110546014878 37.720167661408595, -122.44111835013166 37.720156160878275, -122.44113149102537 37.720144840212356, -122.44114487833338 37.720133704806756, -122.44115850935765 37.72012275556085, -122.4411723778029 37.72011199787056, -122.4411864800719 37.720101434433786, -122.44120081436597 37.720091067049225, -122.44121537169195 37.72008090021353, -122.4412301520498 37.72007093662455, -122.44124514914421 37.72006117987968, -122.44126035668 37.72005163177755, -122.44127577285855 37.72004229591539, -122.44129139138454 37.72003317589048, -122.44130720776133 37.720024274400885, -122.44132321839174 37.72001559324519, -122.44133941608112 37.72000713422199, -122.44135579723218 37.71999890182798, -122.44137123319575 37.71999050575738, -122.44138433811662 37.71998366731253, -122.44139758962694 37.719977009631464, -122.44141098682746 37.719970538109976, -122.44142452432226 37.719964252748184, -122.4414381967153 37.71995815624405, -122.44145200310737 37.719952250396204, -122.4414659354045 37.71994653610392, -122.44147999090876 37.719941016065206, -122.44149416692215 37.71993569297797, -122.4415084571495 37.719930565943, -122.44152285709407 37.71992563855753, -122.44153736405804 37.71992091262018, -122.44155197174598 37.71991638633233, -122.44156667835944 37.71991206329125, -122.44158147580436 37.719907946194894, -122.44159636228221 37.71990403324469, -122.44161133239697 37.71990032803785, -122.4416263816521 37.7198968332724, -122.44164150555093 37.71989354265304, -122.44165669869761 37.719890466072286, -122.44167195659543 37.7198875990336, -122.4416872774458 37.719884945134254, -122.44186920759773 37.719844422582185, -122.44197625210228 37.71982273633034, -122.44208375616034 37.71980253575856, -122.44219168829568 37.719783829860035, -122.44238113857858 37.71974191965404, -122.44238243360235 37.719741645360784, -122.44238360631829 37.719741414235045, -122.44238478083287 37.71974119929706, -122.44238596074342 37.71974099964757, -122.44238714694916 37.71974081798453, -122.44238833495359 37.719740653408564, -122.4423895265553 37.71974050322177, -122.44239072265361 37.71974037012211, -122.44239192055062 37.7197402550089, -122.44239312114553 37.71974015518418, -122.44239432443845 37.71974007244654, -122.442395526832 37.71974000589671, -122.44239673282289 37.71973995733333, -122.44239793881371 37.71973992495771, -122.44239914570392 37.719739907870576, -122.4424003516948 37.719739908769895, -122.44240156038359 37.71973992675635, -122.44240276457583 37.71973996093061, -122.4424039696674 37.71974001219195, -122.44240517385958 37.71974007874178, -122.44240637625319 37.71974016417738, -122.44240757594878 37.719740264901475, -122.44240877384573 37.719740382712644, -122.44240996994404 37.719740516711624, -122.44241116064643 37.71974066779774, -122.44241234865086 37.719740835071605, -122.44241353395734 37.71974101943266, -122.44241471296851 37.71974121908215, -122.44241589018111 37.719741435818776, -122.44241706019909 37.719741667843834, -122.44241822572047 37.719741916956025, -122.44241938584588 37.71974218225603, -122.44242053877673 37.71974246284452, -122.44242168721098 37.71974275962083, -122.44242282665203 37.71974307258489, -122.44242396069711 37.719743400837444, -122.44242508844701 37.71974374617707, -122.44242620630428 37.71974410500661, -122.44242731606766 37.719744481822545, -122.4424284186365 37.719744872128274, -122.44242951221213 37.71974527682323, -122.44243059589519 37.719745697705946, -122.44243167058505 37.719746133877095, -122.44243273628166 37.71974658533679, -122.44243379118643 37.71974705118561, -122.44243483529931 37.71974753142359, -122.44243587041899 37.719748026050695, -122.44243689294814 37.71974853416765, -122.44243790378613 37.71974905667378, -122.44243890383223 37.7197495926697, -122.44243989218717 37.719750143954116, -122.44244086795158 37.719750707829064, -122.4424418311255 37.71975128519381, -122.4424427817089 37.719751876048406, -122.44244371880251 37.71975248129212, -122.4424446424062 37.719753097327725, -122.44244555341947 37.719753726853185, -122.4424464491442 37.71975436896912, -122.44244733137913 37.71975502277621, -122.44244819832562 37.71975569007316, -122.44244905088289 37.719756368161995, -122.44244988905103 37.71975705794199, -122.44245071013205 37.71975776031252, -122.44245151772327 37.71975847257562, -122.44245230822736 37.71975919742914, -122.44245308434228 37.71975993217529, -122.44245384157142 37.719760677713225, -122.44245458531077 37.71976143404311, -122.44245530926503 37.71976220026545, -122.4424560179308 37.71976297638042, -122.44245671040875 37.719763762387856, -122.44245738310167 37.719764555589904, -122.44245803960678 37.719765361382485, -122.4424586790247 37.719766174369624, -122.44245929865764 37.71976699724928, -122.44245990210271 37.719767827323494, -122.4424604857627 37.71976866639096, -122.4424610523356 37.719769512653045, -122.44246159912342 37.71977036700895, -122.44246212702546 37.71977123035816, -122.44246263604174 37.71977209910324, -122.44246312527292 37.71977297504293, -122.44246359561834 37.71977385727786, -122.44246404707803 37.719774746707344, -122.44246447875258 37.719775642432126, -122.4424648906421 37.71977654355277, -122.44246528274653 37.71977745006939, -122.44246565416654 37.71977836198198, -122.4424660058014 37.719779279290435, -122.44253584175561 37.71996714586726, -122.44254426930252 37.71999268931131, -122.44255117609583 37.7200120247353, -122.44255850826846 37.720031263931844, -122.44256626042448 37.7200503979077, -122.4425744325639 37.72006942126694, -122.44258302198875 37.72008832771428, -122.44259202420244 37.72010711275317, -122.44260143920496 37.72012577008837, -122.44261126070103 37.72014429432386, -122.44262148958995 37.720162679164446, -122.44263211957656 37.720180920113535, -122.44264314976147 37.720199009976454, -122.44265457474876 37.72021694515604, -122.44266639273974 37.7202347175583, -122.44267859923787 37.72025232538465, -122.44269119064586 37.72026975964184, -122.44270416336633 37.720287017631904, -122.44271751290279 37.72030409305961)))",6958A001,Balboa High School,1000 Cayuga Avenue,205,1995,https://sfplanninggis.org/docs/landmarks_and_districts/LM205.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/205.jpg,https://sfplanninggis.org/pim?search=6958A/001
"MULTIPOLYGON (((-122.41542281630984 37.749291912691774, -122.41582070156403 37.74926775600227, -122.41583773112632 37.74944575611687, -122.41585476158787 37.74962375713085, -122.41545687363572 37.74964791292098, -122.41543984407343 37.749469912806376, -122.41542281630984 37.749291912691774)))",6526013,Howard/26th Street Cottages,3274-3294 26th Street,206,1994,https://sfplanninggis.org/docs/landmarks_and_districts/LM206.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/206.jpg,https://sfplanninggis.org/pim?search=6526/013
"MULTIPOLYGON (((-122.44110267584773 37.79208821080243, -122.44117301632156 37.792435373393914, -122.44077150590016 37.79248646387936, -122.44070116632565 37.792139302187195, -122.44072679430604 37.79213604124544, -122.44110267584773 37.79208821080243)))",0978010,Ellinwood House,2799 Pacific Avenue,207,1994,https://sfplanninggis.org/docs/landmarks_and_districts/LM207.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/207.jpg,https://sfplanninggis.org/pim?search=0978/010
"MULTIPOLYGON (((-122.43624994487897 37.76250787284022, -122.43628984959679 37.76293273325916, -122.43620178438476 37.76291845921969, -122.43616370708929 37.76251306012978, -122.43624994487897 37.76250787284022)))",2623012,The McCormick House,4040 17th Street,208,2000,https://sfplanninggis.org/docs/landmarks_and_districts/LM208.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/208.jpg,https://sfplanninggis.org/pim?search=2623/012
"MULTIPOLYGON (((-122.4568935299124 37.78091230875617, -122.4568917519527 37.78084482183118, -122.45667547669183 37.78085034186995, -122.45662658414943 37.7806075042331, -122.4565891309835 37.780429112913396, -122.45693540774278 37.78038615409787, -122.45692548282466 37.78033584242536, -122.45692772663318 37.7803373658769, -122.45693000641455 37.78033885875146, -122.45693231587359 37.780340319250456, -122.45693465770819 37.7803417482732, -122.45693703191841 37.78034314492032, -122.45693943490693 37.78034450739324, -122.45694186667373 37.78034583569189, -122.45694432991678 37.780347130715654, -122.45694681924022 37.780348393363795, -122.45694933734194 37.78034961913977, -122.45695188062467 37.78035080984216, -122.45695445088711 37.78035196637029, -122.45695704543118 37.78035308602625, -122.45695966515632 37.78035416970931, -122.4569623073645 37.78035521831879, -122.45696497205574 37.78035622915678, -122.45696765833065 37.78035720402187, -122.45697036708867 37.78035813931683, -122.45697309473246 37.78035903773957, -122.45697584216128 37.78035989929009, -122.45697860757656 37.780360721270426, -122.45698139187766 37.78036150637854, -122.45698419236652 37.78036225101721, -122.45698700814381 37.780362956985016, -122.45698984100824 37.78036362518128, -122.45699268556388 37.78036425380742, -122.456995545408 37.78036484196406, -122.45699841694329 37.78036539055046, -122.45700374632577 37.78036629886577, -122.45700564389523 37.780366584850185, -122.45700754955868 37.78036684385489, -122.45700945971868 37.78036707498069, -122.45701137437533 37.78036728272406, -122.4570132944279 37.78036746168914, -122.4570152162791 37.78036761457389, -122.45701714172759 37.78036774137831, -122.45701907077341 37.78036784120303, -122.4570210007185 37.78036791314884, -122.4570229333616 37.78036795901426, -122.45702486510532 37.78036797879935, -122.4570267968491 37.78036797070541, -122.45702873039153 37.780367937430526, -122.45703066123593 37.780367876276614, -122.4570325902817 37.78036778814305, -122.4570345184282 37.78036767392916, -122.45703644207805 37.78036753273557, -122.45703836302994 37.78036736456238, -122.45704027858591 37.78036717120813, -122.45704219324256 37.780366949974905, -122.45704409890595 37.780366701762034, -122.45704600097207 37.78036642926742, -122.45704789584363 37.78036612889389, -122.45704978441995 37.78036580333929, -122.45705166490234 37.78036544990573, -122.45705353819017 37.78036507219048, -122.45705540158542 37.780364668394895, -122.4570572568868 37.78036423761961, -122.45705910319498 37.78036378166331, -122.45706093691263 37.78036330142538, -122.4570627607377 37.78036279510707, -122.45706457377099 37.78036226360774, -122.45706637511302 37.78036170692735, -122.45706816296524 37.78036112506601, -122.45706993912631 37.780360518922976, -122.45707169999883 37.780359889397516, -122.45707344828094 37.78035923289241, -122.45707518127449 37.78035855480363, -122.45707689808029 37.78035785063446, -122.45707859869827 37.78035712488156, -122.45708028582646 37.780356374846974, -122.45708195406883 37.78035560232934, -122.45708360612343 37.78035480463069, -122.45708524019159 37.78035398534831, -122.45708685627329 37.78035314358283, -122.45708845256996 37.78035228113299, -122.4570900299808 37.780351395300784, -122.45709215867606 37.780350146142496, -122.45709443755817 37.78034875129396, -122.45709668586329 37.78034732406991, -122.45709890269211 37.780345866268874, -122.45710108624604 37.780344378790176, -122.45710323742435 37.78034285893591, -122.45710535442845 37.780341312101996, -122.45710743725834 37.780339734691154, -122.45710948501466 37.780338130300606, -122.45711149679806 37.78033649803109, -122.45711347170925 37.78033483518465, -122.45711725425781 37.78033148700865, -122.45712343619755 37.78036282838195, -122.45748717419366 37.780317701301044, -122.45754335574117 37.78060250759978, -122.45754375324151 37.78067196044276, -122.45749333814695 37.780674673697376, -122.45738834499605 37.78068032683575, -122.4573987456555 37.78089041925762, -122.45710630501185 37.78090308980592, -122.4568935299124 37.78091230875617)))",1084002,San Francisco Memorial Columbarium (Odd Fellows Columbarium),1 Loraine Court,209,1996,https://sfplanninggis.org/docs/landmarks_and_districts/LM209.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/209.jpg,https://sfplanninggis.org/pim?search=1132/001
"MULTIPOLYGON (((-122.50856837233243 37.76531999801966, -122.50851526736562 37.76531731893925, -122.50846349879134 37.76530755499982, -122.50841455228965 37.76529098589043, -122.50836983799752 37.765268088251844, -122.50833064194546 37.765239521287015, -122.508298090984 37.76520610607707, -122.50827312130741 37.765168804896575, -122.5082564523733 37.76512868883805, -122.50824856172164 37.76508691532905, -122.50824967867965 37.76504468316574, -122.50825976997231 37.76500320823163, -122.508278546018 37.76496368392702, -122.50830546632415 37.764927246995, -122.50833975477576 37.764894946944366, -122.50838042841394 37.764867710976205, -122.50842631272405 37.76484632329931, -122.50847609199798 37.76483139904997, -122.50852833091767 37.76482336810409, -122.50858152941396 37.76482246158747, -122.5086341550421 37.76482870558044, -122.50868469424313 37.7648419202186, -122.50873169281329 37.76486172508868, -122.50877379997081 37.764887550020546, -122.5088098043289 37.76491865307355, -122.5088386689693 37.76495414032149, -122.50885956381774 37.764992987436585, -122.50887188722771 37.76503408015884, -122.50887528576573 37.76507623498043, -122.50886966230496 37.7651182387159, -122.50885517602546 37.76515888627375, -122.50883224601125 37.76519700313935, -122.50880153056607 37.76523149573711, -122.50876391462288 37.765261373014084, -122.50872048006602 37.76528577341986, -122.5086724742552 37.76530399368448, -122.50862128124703 37.765315513100575, -122.50856837233243 37.76531999801966)))",1700001,Murphy Windmill and Millwright's Cottage,M.L. King Drive & Golden Gate Park,210,2000,https://sfplanninggis.org/docs/landmarks_and_districts/LM210.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/210.jpg,https://sfplanninggis.org/pim?search=1700/001
"MULTIPOLYGON (((-122.41698743072527 37.79860066938551, -122.41702734713425 37.79879585194715, -122.416933349994 37.79880772389748, -122.41695996093335 37.798937845905016, -122.41695312608579 37.79893871015349, -122.41691930708026 37.79877334641293, -122.41692614372647 37.79877248306377, -122.41689343628298 37.79861254133584, -122.41698743072527 37.79860066938551)))",0121010,"Engine Company Number 31 Fire
House",1088 Green Street,220,1998,https://sfplanninggis.org/docs/landmarks_and_districts/LM220.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/220.jpg,https://sfplanninggis.org/pim?search=0121/010
"MULTIPOLYGON (((-122.4030170850703 37.79565060978797, -122.40322898962609 37.79562381808489, -122.40325623818472 37.79576220306336, -122.40304433272968 37.7957889929678, -122.40305822365798 37.79585954208437, -122.40296508806824 37.79587131690789, -122.40296722485743 37.79588216992636, -122.40283820182145 37.795898481829624, -122.40279492644459 37.795678694716116, -122.4030170850703 37.79565060978797)))",0196028,Columbia Savings Bank Building,15 Hotaling Place & 580-15 Washington Street & 700-15 Montgomery Street,212,2000,https://sfplanninggis.org/docs/landmarks_and_districts/LM212.pdf,https://sfplanninggis.org/Preservation/Landmarks/Large/212.jpg,https://sfplanninggis.org/pim?search=0196/028
